age,gender,profile,store_type,period,special_event,day_of_week,hour,is_weekend,is_sales,is_holiday,total_items,nb_categories,has_shopping_list,items_alimentaire,items_vetements,items_electronique,items_maison,items_beaute,items_sport,items_librairie,shopping_time_min
22,homme,normal,supermarche,weekend,rentree,6,13,1,0,1,22,7,1,9,5,2,3,1,1,1,78.0128131629744
20,homme,rapide,boutique,semaine,rentree,3,20,0,0,1,14,5,0,8,2,1,1,2,0,0,56.08384838853927
66,homme,normal,supermarche,weekend,soldes_hiver,6,18,1,1,0,15,6,0,7,1,2,3,1,1,0,88.75877802243576
67,femme,flaneur,boutique,semaine,aucun,2,13,0,0,0,24,4,1,8,7,0,4,5,0,0,58.06304754266813
44,femme,normal,hypermarche,weekend,soldes_hiver,6,14,1,1,0,20,6,1,13,1,1,3,0,1,1,84.61599056410496
68,homme,rapide,supermarche,weekend,soldes_ete,6,15,1,1,0,22,6,1,11,4,1,2,3,0,1,60.07890100168549
39,femme,methodique,hypermarche,semaine,aucun,1,11,0,0,0,13,5,1,6,2,1,2,2,0,0,37.30167426577303
35,homme,flaneur,boutique,weekend,aucun,5,19,1,0,0,17,5,1,11,2,1,1,2,0,0,81.19333372024431
33,homme,rapide,hypermarche,semaine,aucun,1,20,0,0,0,18,5,0,9,0,2,1,1,5,0,60.649814159708946
19,homme,methodique,centre_commercial,semaine,soldes_ete,0,20,0,1,0,17,6,1,8,0,2,2,2,2,1,79.46436581152493
64,femme,normal,supermarche,semaine,soldes_hiver,0,12,0,1,0,25,6,1,11,4,2,4,3,1,0,73.96911499792589
30,femme,normal,hypermarche,semaine,aucun,1,9,0,0,0,21,7,0,6,2,1,3,5,3,1,78.09808740744613
62,femme,normal,centre_commercial,semaine,fin_annee,4,15,0,0,1,23,5,0,16,3,0,1,1,2,0,99.93892243705696
33,femme,flaneur,boutique,semaine,aucun,4,18,0,0,0,14,5,1,6,4,2,0,0,1,1,64.66382914659475
25,homme,normal,hypermarche,weekend,aucun,6,10,1,0,0,23,7,0,7,3,2,6,2,1,2,66.83858657985856
60,femme,rapide,hypermarche,weekend,aucun,6,15,1,0,0,25,7,0,9,8,3,2,1,1,1,80.93590016969397
25,femme,methodique,supermarche,semaine,aucun,3,14,0,0,0,26,6,0,9,5,3,1,6,0,2,59.89625418015763
27,femme,rapide,supermarche,semaine,aucun,0,12,0,0,0,14,6,1,7,1,0,1,3,1,1,32.57521186557443
50,homme,flaneur,supermarche,semaine,aucun,3,19,0,0,0,15,5,1,5,4,0,1,2,3,0,64.45334996057264
48,homme,normal,supermarche,semaine,aucun,0,10,0,0,0,17,5,1,8,5,1,0,2,1,0,33.918720749738405
29,femme,rapide,supermarche,semaine,aucun,1,15,0,0,0,24,5,1,9,6,0,2,3,0,4,45.306593395159794
26,femme,rapide,supermarche,semaine,noel,4,15,0,0,1,17,6,1,9,0,1,1,3,2,1,42.71043985423756
54,femme,flaneur,boutique,weekend,aucun,6,13,1,0,0,19,7,0,8,1,1,3,3,2,1,77.0802701628459
26,femme,normal,hypermarche,semaine,aucun,4,17,0,0,0,18,5,1,12,1,0,1,3,1,0,53.1009005352374
65,homme,normal,hypermarche,semaine,noel,1,11,0,0,1,12,5,0,5,1,2,2,2,0,0,81.82889839214307
35,homme,normal,boutique,semaine,aucun,3,17,0,0,0,19,4,1,14,2,1,0,2,0,0,52.62801983600173
47,femme,flaneur,supermarche,semaine,rentree,3,13,0,0,1,19,5,0,12,2,0,2,0,2,1,92.37947991886892
49,femme,normal,hypermarche,semaine,black_friday,2,10,0,1,0,30,6,0,12,9,1,2,4,2,0,77.84493153110742
57,homme,normal,hypermarche,weekend,aucun,6,17,1,0,0,21,4,1,15,3,0,2,0,0,1,78.52337351751505
40,femme,normal,supermarche,weekend,black_friday,6,9,1,1,0,16,4,1,10,1,0,0,3,0,2,57.577316732945114
28,homme,flaneur,centre_commercial,weekend,paques,6,9,1,0,1,19,7,0,7,1,1,5,3,1,1,138.49704395093633
37,femme,normal,supermarche,semaine,black_friday,0,15,0,1,0,28,5,0,16,4,1,2,5,0,0,70.48179560595894
36,femme,normal,supermarche,semaine,soldes_hiver,3,11,0,1,0,14,5,1,9,2,0,1,1,1,0,52.85794141239128
53,femme,methodique,supermarche,semaine,aucun,1,16,0,0,0,14,5,1,6,3,3,1,0,0,1,27.840362663858464
69,homme,flaneur,boutique,semaine,rentree,3,15,0,0,1,22,7,1,12,2,1,1,2,3,1,73.48016547785885
43,homme,rapide,hypermarche,semaine,aucun,4,19,0,0,0,16,5,0,9,3,0,1,1,0,2,44.57852187564954
27,femme,methodique,hypermarche,semaine,aucun,0,15,0,0,0,20,4,1,10,4,0,2,4,0,0,47.89968237926085
41,femme,normal,hypermarche,weekend,aucun,6,9,1,0,0,28,7,1,15,3,1,3,3,1,2,74.2971669452545
30,femme,rapide,supermarche,weekend,aucun,5,9,1,0,0,14,5,1,8,2,1,2,1,0,0,55.52922147606779
69,femme,normal,hypermarche,semaine,aucun,2,20,0,0,0,28,7,1,16,6,1,1,2,1,1,72.48225404973185
63,femme,normal,hypermarche,semaine,noel,0,10,0,0,1,21,7,1,12,2,2,1,1,2,1,97.616558141599
51,femme,flaneur,supermarche,semaine,black_friday,4,10,0,1,0,21,7,0,12,2,1,1,3,1,1,90.58380774339865
46,homme,normal,hypermarche,weekend,aucun,6,19,1,0,0,14,4,1,7,4,0,0,2,1,0,72.71739758961606
53,femme,normal,supermarche,semaine,fin_annee,4,13,0,0,1,20,5,1,6,6,0,1,5,0,2,67.12351494151548
24,femme,normal,supermarche,semaine,black_friday,4,17,0,1,0,23,6,0,9,8,1,1,3,0,1,76.05675631973564
68,homme,normal,centre_commercial,weekend,aucun,6,15,1,0,0,19,4,0,8,2,0,3,6,0,0,99.82564456281543
47,femme,rapide,hypermarche,semaine,aucun,4,10,0,0,0,17,4,1,7,0,5,3,0,0,2,25.02384589955444
34,homme,rapide,hypermarche,semaine,paques,1,13,0,0,1,28,6,1,15,4,1,4,0,1,3,78.89596900585995
65,femme,normal,hypermarche,semaine,soldes_ete,2,13,0,1,0,20,6,1,12,3,0,2,1,1,1,55.14510926688283
30,homme,flaneur,supermarche,weekend,noel,5,16,1,0,1,17,7,1,8,1,1,1,2,1,3,96.16387386080743
41,homme,normal,hypermarche,semaine,noel,4,17,0,0,1,29,6,1,19,1,0,1,5,1,2,76.81208260298757
48,homme,normal,centre_commercial,semaine,aucun,4,16,0,0,0,15,6,1,6,2,0,2,3,1,1,69.26053513855543
44,homme,normal,hypermarche,semaine,aucun,3,10,0,0,0,26,7,1,12,3,1,2,3,4,1,77.90219953445735
67,femme,normal,boutique,semaine,soldes_ete,2,12,0,1,0,22,6,1,11,5,1,1,3,1,0,64.07505040203888
38,homme,methodique,boutique,semaine,aucun,0,10,0,0,0,22,7,0,6,7,1,2,4,1,1,59.82251725487242
61,femme,flaneur,hypermarche,semaine,soldes_ete,2,14,0,1,0,18,5,0,8,6,1,1,0,0,2,95.02241223776666
18,femme,normal,centre_commercial,semaine,paques,2,12,0,0,1,24,7,0,10,4,1,2,4,1,2,108.99013784686794
32,femme,normal,hypermarche,weekend,soldes_ete,6,15,1,1,0,25,6,0,15,2,2,4,0,1,1,99.2157219705599
20,homme,normal,hypermarche,weekend,fin_annee,6,10,1,0,1,24,7,0,9,7,2,2,1,2,1,111.41354561672372
23,femme,normal,supermarche,weekend,aucun,6,17,1,0,0,22,6,0,11,3,0,3,3,1,1,84.06457026338067
31,homme,normal,hypermarche,weekend,noel,5,13,1,0,1,18,5,1,12,3,0,1,1,0,1,94.95553267848886
55,homme,flaneur,boutique,semaine,soldes_hiver,2,9,0,1,0,21,5,1,12,3,0,2,2,2,0,71.30268351526554
50,homme,flaneur,centre_commercial,weekend,fin_annee,5,20,1,0,1,18,4,0,10,2,0,4,2,0,0,126.77933737058633
69,homme,normal,centre_commercial,semaine,noel,4,19,0,0,1,19,5,1,7,4,0,2,4,0,2,91.39524190501628
55,femme,flaneur,supermarche,weekend,aucun,6,11,1,0,0,20,6,0,11,4,1,1,2,1,0,77.16502229743594
25,femme,flaneur,supermarche,semaine,fin_annee,4,12,0,0,1,24,6,1,8,5,2,6,2,1,0,93.73064093772707
43,femme,flaneur,supermarche,weekend,soldes_hiver,6,11,1,1,0,16,6,0,7,3,1,1,0,3,1,92.62395478211899
32,femme,methodique,supermarche,semaine,aucun,1,14,0,0,0,25,5,0,13,4,2,2,4,0,0,55.5331971575405
31,femme,normal,hypermarche,weekend,soldes_hiver,5,14,1,1,0,7,3,1,3,3,0,0,0,1,0,66.06997237829354
65,femme,normal,supermarche,weekend,rentree,5,18,1,0,1,19,5,1,8,4,0,4,1,0,2,86.12026998515759
37,femme,flaneur,hypermarche,semaine,soldes_ete,0,19,0,1,0,20,7,1,8,3,1,1,2,4,1,113.65905244705233
65,homme,flaneur,hypermarche,semaine,aucun,3,15,0,0,0,17,5,1,9,5,1,1,0,1,0,70.94609457557647
36,homme,methodique,supermarche,semaine,paques,2,17,0,0,1,19,6,1,10,1,1,4,0,2,1,80.10527465299995
50,femme,rapide,supermarche,semaine,paques,0,18,0,0,1,18,4,0,9,0,1,0,5,3,0,67.20998427051546
53,homme,normal,centre_commercial,weekend,aucun,5,17,1,0,0,19,6,0,9,0,2,2,4,1,1,81.57009320269971
41,femme,rapide,supermarche,semaine,aucun,0,15,0,0,0,17,7,1,4,3,2,5,1,1,1,37.242741787165485
27,femme,normal,supermarche,semaine,aucun,1,19,0,0,0,19,5,0,8,5,0,4,1,1,0,51.11871372833597
69,homme,rapide,centre_commercial,semaine,noel,3,9,0,0,1,18,7,1,7,4,2,1,2,1,1,82.99636788342045
67,femme,rapide,boutique,weekend,paques,5,11,1,0,1,23,6,1,7,5,2,3,4,0,2,72.16346298680753
51,femme,rapide,centre_commercial,weekend,aucun,5,13,1,0,0,17,4,1,10,4,1,0,2,0,0,52.87388934406147
53,homme,normal,supermarche,semaine,aucun,2,18,0,0,0,17,5,0,10,2,0,2,2,1,0,37.08303866032732
64,homme,normal,supermarche,weekend,aucun,6,20,1,0,0,16,6,1,10,0,1,1,1,1,2,48.96815841921598
53,homme,rapide,boutique,semaine,noel,3,19,0,0,1,19,6,1,10,1,1,3,2,2,0,67.29469206423977
33,homme,normal,centre_commercial,semaine,aucun,1,14,0,0,0,21,7,1,8,2,3,3,3,1,1,66.9823242114575
32,homme,rapide,hypermarche,semaine,aucun,4,14,0,0,0,24,7,0,4,6,4,1,2,5,2,57.00354125264169
35,femme,methodique,supermarche,semaine,aucun,0,13,0,0,0,33,6,0,15,5,1,3,8,0,1,61.310071661131104
24,femme,normal,supermarche,semaine,soldes_hiver,2,14,0,1,0,20,5,1,10,3,0,4,1,2,0,64.64275297812428
64,femme,normal,supermarche,weekend,aucun,5,17,1,0,0,20,6,0,8,2,1,3,3,3,0,60.020004577981894
39,femme,flaneur,hypermarche,semaine,aucun,4,9,0,0,0,23,6,0,14,3,3,1,1,1,0,79.84208385096613
49,homme,normal,supermarche,semaine,black_friday,1,9,0,1,0,23,6,1,13,4,1,1,3,1,0,75.80403647530831
60,femme,flaneur,boutique,semaine,aucun,3,17,0,0,0,21,6,1,11,2,1,4,1,0,2,61.327877743195835
36,homme,normal,supermarche,semaine,aucun,0,16,0,0,0,25,5,1,17,0,0,2,4,1,1,58.77371517719663
57,homme,methodique,centre_commercial,semaine,black_friday,2,17,0,1,0,18,6,0,12,1,2,1,1,0,1,102.08289263214883
18,homme,normal,supermarche,weekend,aucun,5,15,1,0,0,11,5,0,5,1,2,1,2,0,0,48.45782770991993
52,homme,methodique,hypermarche,weekend,soldes_ete,5,18,1,1,0,21,5,0,7,8,0,2,3,0,1,94.76464846059737
22,homme,flaneur,supermarche,semaine,aucun,4,14,0,0,0,21,6,0,11,1,0,4,1,2,2,70.98521752268054
67,femme,normal,centre_commercial,semaine,paques,4,17,0,0,1,21,6,1,10,4,1,3,2,1,0,87.3841810749879
29,homme,normal,hypermarche,semaine,aucun,0,10,0,0,0,17,5,0,9,4,1,2,0,1,0,62.75114774253835
29,femme,normal,supermarche,semaine,paques,3,12,0,0,1,18,6,0,7,2,2,3,1,0,3,79.65403879435031
38,homme,rapide,centre_commercial,semaine,aucun,1,10,0,0,0,33,5,1,17,2,4,5,5,0,0,70.76250090804382
36,femme,normal,hypermarche,weekend,aucun,6,14,1,0,0,22,6,1,11,4,0,2,3,1,1,56.45393787499279
26,homme,methodique,boutique,semaine,paques,3,9,0,0,1,21,6,1,10,3,0,3,3,1,1,88.7104299745403
60,homme,normal,boutique,semaine,fin_annee,3,15,0,0,1,18,5,0,8,2,0,3,0,3,2,68.22297676489508
66,femme,normal,boutique,semaine,aucun,3,15,0,0,0,23,6,1,12,3,2,3,2,0,1,44.195808803189706
65,femme,flaneur,supermarche,weekend,paques,6,15,1,0,1,24,7,1,9,5,2,3,2,2,1,110.81052681235472
53,homme,normal,supermarche,semaine,aucun,0,12,0,0,0,20,6,0,7,2,1,5,2,0,3,50.22458497461521
59,femme,rapide,boutique,weekend,soldes_ete,6,16,1,1,0,12,6,0,5,1,0,2,2,1,1,57.40442382702798
64,homme,flaneur,hypermarche,semaine,aucun,0,13,0,0,0,18,5,1,9,4,0,1,1,0,3,68.91860698212288
68,homme,flaneur,supermarche,weekend,soldes_ete,6,10,1,1,0,14,4,0,9,0,1,0,2,2,0,91.36210098056233
49,femme,rapide,centre_commercial,semaine,aucun,1,13,0,0,0,14,6,0,4,1,4,0,2,1,2,69.1214166227956
52,femme,methodique,supermarche,semaine,aucun,3,20,0,0,0,19,7,0,8,3,1,4,1,1,1,71.4278811639414
48,femme,normal,centre_commercial,semaine,aucun,0,18,0,0,0,13,4,0,9,2,0,1,1,0,0,73.60211966149542
49,homme,normal,centre_commercial,weekend,aucun,6,17,1,0,0,14,5,0,5,5,1,2,0,0,1,86.18502682938407
54,femme,rapide,centre_commercial,semaine,black_friday,1,18,0,1,0,23,7,0,12,4,1,3,1,1,1,86.23253115901352
49,homme,normal,supermarche,weekend,fin_annee,6,9,1,0,1,25,7,0,11,4,1,2,4,2,1,85.3496336841464
60,femme,normal,hypermarche,weekend,paques,5,19,1,0,1,19,5,1,11,3,2,1,0,0,2,91.64809199326358
54,homme,normal,hypermarche,semaine,aucun,1,10,0,0,0,24,7,1,10,5,1,2,3,2,1,57.68133678382458
56,homme,flaneur,hypermarche,semaine,aucun,3,18,0,0,0,17,6,0,7,2,0,4,2,1,1,78.49088045902292
55,homme,rapide,supermarche,semaine,noel,2,16,0,0,1,14,5,1,5,5,0,2,1,1,0,41.17199704406976
47,femme,flaneur,hypermarche,semaine,fin_annee,3,13,0,0,1,21,6,1,8,6,1,1,3,0,2,94.86093443224264
49,homme,normal,hypermarche,semaine,aucun,2,20,0,0,0,24,4,1,13,5,2,4,0,0,0,59.24895792279835
62,homme,methodique,hypermarche,semaine,paques,1,17,0,0,1,22,6,1,12,2,0,1,1,2,4,87.25002204018514
19,homme,normal,centre_commercial,weekend,fin_annee,5,14,1,0,1,16,4,1,9,3,1,3,0,0,0,87.50417353461168
68,homme,rapide,hypermarche,weekend,rentree,5,16,1,0,1,27,6,1,14,6,0,4,1,1,1,78.20144263912334
28,femme,rapide,supermarche,semaine,aucun,0,20,0,0,0,22,6,0,11,5,1,1,2,0,2,49.557210752063085
37,femme,flaneur,hypermarche,weekend,aucun,5,9,1,0,0,11,5,1,4,1,0,3,1,2,0,69.6849450414666
54,homme,flaneur,centre_commercial,semaine,aucun,4,17,0,0,0,15,4,1,7,2,0,4,2,0,0,80.33456359386477
26,femme,normal,supermarche,semaine,aucun,1,17,0,0,0,11,4,0,4,4,1,0,2,0,0,32.2553589251263
55,homme,normal,hypermarche,semaine,aucun,0,11,0,0,0,27,6,0,9,5,0,5,3,2,3,62.50530871272167
66,homme,normal,supermarche,weekend,aucun,5,9,1,0,0,10,4,1,6,2,1,0,0,1,0,34.9323505413636
36,femme,methodique,supermarche,semaine,noel,1,16,0,0,1,20,5,1,9,7,0,1,2,1,0,63.391473429445114
57,homme,methodique,boutique,semaine,aucun,3,16,0,0,0,19,7,1,7,1,1,1,6,2,1,38.64518535702176
24,femme,methodique,boutique,weekend,aucun,5,20,1,0,0,16,6,1,7,1,2,2,3,1,0,67.75504641692005
22,homme,flaneur,hypermarche,weekend,soldes_ete,6,17,1,1,0,13,6,0,4,2,2,2,2,1,0,116.22909402127462
64,homme,methodique,centre_commercial,semaine,soldes_hiver,2,14,0,1,0,22,5,1,13,3,0,2,2,0,2,89.47230266411297
59,homme,normal,centre_commercial,semaine,noel,1,17,0,0,1,22,5,0,14,2,0,0,2,2,2,97.09826681572983
41,femme,flaneur,boutique,semaine,aucun,0,20,0,0,0,19,5,0,9,4,2,3,1,0,0,61.63041795120375
65,femme,flaneur,hypermarche,semaine,noel,3,18,0,0,1,22,6,1,11,1,1,7,1,0,1,101.02073772656664
58,homme,methodique,hypermarche,semaine,soldes_ete,4,17,0,1,0,16,6,1,6,3,3,2,1,1,0,66.91214843356313
24,homme,normal,hypermarche,semaine,aucun,3,20,0,0,0,18,5,0,13,2,1,0,0,1,1,67.0613454148779
28,homme,rapide,supermarche,weekend,noel,5,12,1,0,1,13,5,1,7,1,0,2,2,1,0,61.98963568999311
26,femme,normal,hypermarche,semaine,aucun,2,19,0,0,0,17,6,0,7,5,1,0,1,2,1,74.95641892340103
66,femme,normal,centre_commercial,semaine,aucun,3,13,0,0,0,23,6,1,8,3,0,1,5,5,1,69.68765883708016
47,femme,normal,centre_commercial,semaine,aucun,4,14,0,0,0,21,5,1,9,3,0,5,3,0,1,81.29141589545603
58,homme,normal,centre_commercial,weekend,aucun,6,14,1,0,0,17,5,0,10,2,0,3,1,1,0,83.42701006162547
20,femme,normal,supermarche,semaine,aucun,0,18,0,0,0,18,6,1,8,1,0,3,2,2,2,54.046867389769126
39,femme,normal,hypermarche,semaine,paques,1,10,0,0,1,16,4,1,10,0,0,2,2,0,2,73.95774656467016
57,homme,normal,supermarche,semaine,aucun,2,12,0,0,0,12,5,0,4,4,1,2,1,0,0,44.09714267010041
68,femme,rapide,supermarche,semaine,fin_annee,4,20,0,0,1,17,6,1,8,2,1,1,3,0,2,48.118603042628635
37,homme,methodique,boutique,weekend,soldes_ete,5,17,1,1,0,21,7,0,6,6,1,1,4,1,2,92.09984947683981
49,homme,flaneur,hypermarche,weekend,aucun,5,15,1,0,0,26,7,1,10,5,1,5,3,1,1,105.96207913953096
65,homme,rapide,centre_commercial,weekend,aucun,5,17,1,0,0,18,5,0,11,1,1,3,2,0,0,71.8880665190539
24,femme,flaneur,supermarche,semaine,soldes_ete,2,14,0,1,0,20,7,0,11,2,1,2,2,1,1,91.64273161964084
24,femme,flaneur,hypermarche,semaine,soldes_hiver,3,19,0,1,0,22,6,1,6,5,1,2,6,2,0,86.65267748207418
37,homme,rapide,hypermarche,semaine,aucun,2,15,0,0,0,25,6,0,16,4,0,1,1,2,1,67.23937864766116
42,homme,normal,supermarche,weekend,aucun,5,17,1,0,0,20,7,1,7,3,1,2,4,1,2,64.72100207801793
62,homme,normal,supermarche,weekend,paques,6,20,1,0,1,22,6,1,11,1,2,3,4,0,1,55.306391015130544
52,femme,normal,supermarche,semaine,aucun,4,12,0,0,0,26,7,0,7,6,2,4,3,2,2,66.79553199908315
61,homme,flaneur,hypermarche,semaine,rentree,1,17,0,0,1,27,6,0,15,2,2,0,4,1,3,125.90932108997559
41,homme,normal,boutique,semaine,soldes_hiver,1,11,0,1,0,15,5,1,6,3,0,2,3,1,0,57.066598375667525
57,homme,rapide,centre_commercial,semaine,aucun,2,20,0,0,0,25,6,0,15,1,0,5,2,1,1,79.07995076891088
30,homme,methodique,boutique,weekend,aucun,5,19,1,0,0,21,6,0,12,1,2,2,3,0,1,75.88694302955987
69,homme,normal,centre_commercial,semaine,aucun,0,20,0,0,0,18,5,0,10,1,1,2,0,4,0,73.33405220893495
65,homme,flaneur,centre_commercial,weekend,paques,6,16,1,0,1,17,6,0,8,3,0,1,1,2,2,124.26331914198688
56,femme,rapide,hypermarche,semaine,aucun,2,11,0,0,0,21,5,1,8,2,2,7,0,2,0,40.867183819790114
21,femme,normal,hypermarche,weekend,aucun,5,11,1,0,0,22,7,0,9,4,2,2,2,1,2,88.1702408179836
29,femme,normal,hypermarche,semaine,soldes_ete,3,11,0,1,0,22,6,1,14,1,0,3,2,1,1,73.38939400168424
34,femme,rapide,centre_commercial,semaine,aucun,1,17,0,0,0,20,6,0,11,3,1,1,3,1,0,68.25798675062613
18,femme,normal,supermarche,semaine,aucun,1,18,0,0,0,25,6,0,11,3,2,3,0,4,2,52.71224851887208
34,femme,rapide,supermarche,weekend,paques,6,11,1,0,1,20,6,1,13,2,1,1,0,1,2,65.6138976855832
19,femme,normal,boutique,semaine,aucun,1,14,0,0,0,19,6,1,6,5,2,1,4,1,0,52.2710455185667
23,femme,normal,supermarche,semaine,black_friday,0,19,0,1,0,19,6,1,11,2,0,1,1,1,3,46.208824373415155
61,homme,rapide,boutique,weekend,rentree,5,12,1,0,1,23,6,1,10,4,2,4,2,0,1,75.24371277987001
28,homme,flaneur,centre_commercial,weekend,aucun,5,10,1,0,0,28,7,0,11,8,3,1,2,1,2,110.7461575027367
60,femme,rapide,supermarche,weekend,aucun,6,20,1,0,0,21,5,0,8,2,6,4,1,0,0,62.61966404966612
35,homme,normal,hypermarche,weekend,aucun,5,20,1,0,0,23,5,0,15,2,0,2,0,3,1,79.39914220514433
57,homme,normal,centre_commercial,weekend,soldes_ete,6,11,1,1,0,21,6,1,11,2,0,2,2,1,3,91.4153767531304
42,femme,normal,supermarche,weekend,aucun,5,13,1,0,0,16,6,1,8,3,1,1,0,2,1,46.8949690049273
56,femme,normal,centre_commercial,semaine,fin_annee,0,18,0,0,1,22,6,1,13,3,1,2,1,0,2,108.42644412570027
45,homme,rapide,centre_commercial,semaine,soldes_ete,4,12,0,1,0,29,5,1,11,7,0,7,2,0,2,86.82940083026585
63,homme,flaneur,supermarche,semaine,aucun,2,13,0,0,0,20,6,1,14,1,1,1,0,2,1,66.37349131943165
33,homme,normal,supermarche,semaine,soldes_hiver,2,20,0,1,0,17,6,0,9,2,0,1,2,2,1,83.69684817803359
29,femme,rapide,supermarche,weekend,aucun,5,19,1,0,0,16,6,1,7,3,2,2,1,0,1,29.435244700278343
58,femme,normal,supermarche,semaine,paques,3,9,0,0,1,22,5,0,10,5,0,4,0,2,1,75.89820679410572
69,femme,flaneur,supermarche,semaine,soldes_ete,1,12,0,1,0,16,6,1,6,4,1,1,1,0,3,74.80548419379893
46,femme,normal,centre_commercial,semaine,aucun,0,19,0,0,0,20,6,0,12,2,0,1,2,1,2,86.6883393445022
40,femme,rapide,supermarche,semaine,aucun,3,18,0,0,0,24,5,1,14,5,0,2,2,1,0,51.272834353071275
38,femme,normal,centre_commercial,semaine,rentree,3,11,0,0,1,29,7,0,14,6,1,1,5,1,1,113.66055596474473
33,homme,normal,supermarche,weekend,soldes_ete,5,10,1,1,0,22,5,1,9,7,2,0,2,0,2,77.99502723120683
68,homme,normal,hypermarche,semaine,fin_annee,0,15,0,0,1,22,5,0,15,0,1,2,2,2,0,91.75370649480259
65,femme,flaneur,hypermarche,semaine,aucun,2,18,0,0,0,13,3,0,8,2,0,3,0,0,0,71.30989804149878
58,homme,normal,centre_commercial,semaine,aucun,1,17,0,0,0,21,5,1,10,3,0,4,2,0,2,76.45728826168346
62,femme,normal,hypermarche,semaine,aucun,2,9,0,0,0,19,5,1,10,3,2,2,2,0,0,56.785738604761924
43,femme,methodique,supermarche,semaine,soldes_ete,3,20,0,1,0,17,6,0,9,3,1,1,2,0,1,69.28471877686191
54,femme,normal,centre_commercial,semaine,aucun,1,15,0,0,0,19,4,0,11,5,0,0,2,1,0,71.19732068730862
39,homme,normal,supermarche,semaine,aucun,4,19,0,0,0,15,4,1,11,2,0,0,1,1,0,43.019213070135606
68,homme,normal,supermarche,semaine,soldes_hiver,3,20,0,1,0,16,6,0,6,3,1,2,3,1,0,66.04036473407128
27,homme,normal,hypermarche,semaine,aucun,2,9,0,0,0,18,5,1,7,0,2,2,4,3,0,60.11379586280403
24,femme,normal,centre_commercial,semaine,aucun,2,13,0,0,0,22,5,1,13,3,0,2,1,3,0,73.06114463209947
26,homme,normal,supermarche,weekend,aucun,5,9,1,0,0,24,7,1,12,2,2,3,1,1,3,66.38042738044695
42,femme,methodique,hypermarche,semaine,noel,2,11,0,0,1,19,5,1,9,5,0,1,3,1,0,83.9749547852249
63,homme,flaneur,hypermarche,semaine,aucun,0,16,0,0,0,24,7,1,10,5,2,3,2,1,1,76.00443475166904
32,homme,flaneur,boutique,semaine,aucun,3,12,0,0,0,11,5,0,4,4,1,1,1,0,0,44.173241350250436
30,femme,normal,supermarche,weekend,aucun,6,20,1,0,0,16,5,0,11,2,1,1,1,0,0,54.455289052677536
59,homme,normal,supermarche,weekend,noel,6,9,1,0,1,21,6,1,9,1,2,3,5,1,0,69.67781073523622
63,homme,rapide,hypermarche,semaine,rentree,1,9,0,0,1,25,6,1,14,2,1,4,3,0,1,57.71022112104805
43,femme,normal,supermarche,semaine,aucun,2,16,0,0,0,16,7,0,5,1,1,4,2,2,1,44.360422233089324
38,homme,flaneur,centre_commercial,weekend,aucun,5,16,1,0,0,27,6,0,15,4,1,5,1,0,1,108.72100401231309
40,femme,normal,hypermarche,weekend,rentree,5,12,1,0,1,21,6,0,12,2,0,2,1,1,3,104.13793009777446
61,homme,flaneur,centre_commercial,semaine,fin_annee,2,12,0,0,1,17,6,1,4,3,1,3,5,1,0,107.40763722126367
45,homme,rapide,centre_commercial,semaine,soldes_hiver,0,18,0,1,0,16,5,1,9,4,1,0,1,0,1,68.91314970066514
68,homme,normal,boutique,weekend,fin_annee,5,19,1,0,1,17,5,1,7,4,0,2,2,2,0,65.40347298239605
55,homme,normal,hypermarche,weekend,soldes_hiver,6,10,1,1,0,18,6,0,8,3,2,3,1,1,0,98.12680497466623
29,homme,normal,boutique,semaine,noel,1,10,0,0,1,17,6,1,8,4,1,2,1,1,0,57.382026242619425
41,femme,flaneur,supermarche,semaine,aucun,3,20,0,0,0,19,3,0,13,3,0,0,0,0,3,76.23777867523157
30,homme,methodique,centre_commercial,semaine,aucun,4,14,0,0,0,20,5,1,13,1,0,2,0,1,3,75.83942829138384
57,femme,rapide,hypermarche,semaine,aucun,0,16,0,0,0,18,6,1,6,4,2,2,3,0,1,35.99248605492593
65,femme,rapide,centre_commercial,weekend,paques,5,15,1,0,1,21,5,1,11,4,3,0,1,0,2,89.76898680328762
19,femme,rapide,hypermarche,semaine,black_friday,3,15,0,1,0,20,6,1,8,3,0,4,2,2,1,55.812271250928845
56,femme,normal,centre_commercial,semaine,soldes_ete,4,11,0,1,0,11,5,0,5,2,1,2,0,0,1,81.08652703425865
29,homme,normal,boutique,semaine,aucun,2,20,0,0,0,27,5,1,19,0,0,4,2,1,1,40.0579396837461
56,femme,flaneur,centre_commercial,semaine,aucun,2,10,0,0,0,28,7,0,13,3,5,2,3,1,1,100.71229022570242
68,homme,normal,centre_commercial,semaine,aucun,1,18,0,0,0,22,5,0,15,2,0,0,3,1,1,94.01261138073652
31,femme,normal,supermarche,semaine,aucun,4,15,0,0,0,25,7,1,15,2,1,2,1,1,3,70.30719696963786
47,femme,flaneur,supermarche,semaine,soldes_ete,2,12,0,1,0,18,5,1,10,3,0,2,1,0,2,64.38348744968556
58,homme,normal,boutique,semaine,black_friday,2,9,0,1,0,21,6,0,9,6,1,1,3,0,1,66.18958004123749
67,femme,normal,hypermarche,weekend,aucun,6,9,1,0,0,15,4,0,11,0,0,1,0,2,1,63.347869710538625
60,femme,rapide,hypermarche,weekend,aucun,5,12,1,0,0,21,5,0,12,3,3,2,0,1,0,73.04162481734133
